OrderID,OrderDate,CustomerID,ProductID,WarehouseID,CarrierID,Quantity,UnitPrice,UnitCost,DiscountRate,GrossRevenue,NetRevenue,COGS,ShippingCost,Profit,TransitDays,PromisedDays,IsLate
ORD-00000306,2023-11-18,CUST-013692,PROD-0599,WH-US-EAST-1,CAR-02,6,40.93,27.4,0.0,245.58,245.58,164.4,24.72,56.46,5,5,0
ORD-00000307,2024-09-06,CUST-001612,PROD-0206,WH-US-WEST-1,CAR-08,7,1021.81,786.49,0.0,7152.67,7152.67,5505.43,37.46,1609.78,2,2,0
ORD-00000308,2025-07-08,CUST-003978,PROD-1822,WH-US-EAST-2,CAR-07,9,1106.13,902.71,0.15,9955.17,8461.89,8124.39,14.76,322.74,1,0,1
ORD-00000309,2024-01-21,CUST-005108,PROD-0559,WH-UK-LOND-1,CAR-07,8,550.16,280.25,0.0,4401.28,4401.28,2242.0,41.54,2117.74,3,3,0
ORD-00000310,2025-04-23,CUST-020534,PROD-0543,WH-US-WEST-2,CAR-07,5,548.78,286.08,0.0,2743.9,2743.9,1430.4,34.94,1278.56,7,7,0
ORD-00000311,2024-04-20,CUST-004613,PROD-0725,WH-US-WEST-2,CAR-07,6,728.24,373.37,0.05,4369.44,4150.97,2240.22,25.15,1885.6,1,1,0
ORD-00000312,2025-11-09,CUST-024047,PROD-1781,WH-US-WEST-2,CAR-01,5,456.16,277.85,0.0,2280.8,2280.8,1389.25,10.99,880.56,2,3,0
ORD-00000313,2025-08-26,CUST-010520,PROD-0077,WH-US-CENT-1,CAR-03,11,818.98,582.95,0.05,9008.78,8558.34,6412.45,26.21,2119.68,7,7,0
ORD-00000314,2023-02-10,CUST-020896,PROD-1158,WH-UK-LOND-1,CAR-05,2,348.48,262.79,0.0,696.96,696.96,525.58,47.39,123.99,7,7,0
ORD-00000315,2024-04-09,CUST-014326,PROD-1604,WH-US-EAST-1,CAR-08,5,185.36,114.59,0.0,926.8,926.8,572.95,21.24,332.61,4,4,0
ORD-00000316,2024-01-25,CUST-000556,PROD-0869,WH-US-CENT-1,CAR-03,8,1086.46,754.11,0.0,8691.68,8691.68,6032.88,16.56,2642.24,7,7,0
ORD-00000317,2025-12-02,CUST-024782,PROD-0178,WH-US-EAST-1,CAR-05,9,108.87,86.67,0.05,979.83,930.84,780.03,27.25,123.56,3,3,0
ORD-00000318,2024-01-18,CUST-014227,PROD-1390,WH-APAC-SYD-1,CAR-01,7,61.46,34.37,0.2,430.22,344.18,240.59,16.75,86.84,5,5,0
ORD-00000319,2025-07-17,CUST-009194,PROD-0203,WH-US-CENT-1,CAR-07,4,1519.88,824.99,0.1,6079.52,5471.57,3299.96,20.68,2150.93,2,2,0
ORD-00000320,2024-03-01,CUST-020248,PROD-1991,WH-APAC-TYO-1,CAR-08,9,58.93,42.02,0.05,530.37,503.85,378.18,9.68,115.99,2,2,0
ORD-00000321,2024-08-25,CUST-016502,PROD-0911,WH-APAC-TYO-1,CAR-06,7,831.92,677.27,0.0,5823.44,5823.44,4740.89,39.47,1043.08,6,5,1
ORD-00000322,2025-06-19,CUST-018912,PROD-1161,WH-APAC-MELB-1,CAR-02,11,1421.38,867.61,0.05,15635.18,14853.42,9543.71,47.61,5262.1,2,2,0
ORD-00000323,2025-11-29,CUST-003852,PROD-0618,WH-APAC-SYD-1,CAR-02,10,934.61,579.46,0.2,9346.1,7476.88,5794.6,6.38,1675.9,6,5,1
ORD-00000324,2025-09-03,CUST-003762,PROD-0003,WH-US-EAST-1,CAR-08,7,243.55,180.2,0.1,1704.85,1534.37,1261.4,46.41,226.56,6,6,0
ORD-00000325,2023-06-03,CUST-011093,PROD-0721,WH-APAC-SING-1,CAR-03,7,665.62,321.63,0.0,4659.34,4659.34,2251.41,46.96,2360.97,3,3,0
ORD-00000326,2023-08-26,CUST-021875,PROD-0867,WH-UK-MANC-1,CAR-01,10,353.97,213.87,0.05,3539.7,3362.72,2138.7,25.56,1198.46,1,1,0
ORD-00000327,2023-10-08,CUST-006372,PROD-0189,WH-US-EAST-1,CAR-08,8,611.22,500.28,0.0,4889.76,4889.76,4002.24,45.28,842.24,4,4,0
ORD-00000328,2024-01-05,CUST-013593,PROD-0722,WH-APAC-SYD-1,CAR-02,4,737.59,492.49,0.05,2950.36,2802.84,1969.96,15.19,817.69,3,3,0
ORD-00000329,2024-03-16,CUST-021621,PROD-1027,WH-US-CENT-1,CAR-08,8,322.21,229.32,0.1,2577.68,2319.91,1834.56,11.14,474.21,7,7,0
ORD-00000330,2023-03-23,CUST-005704,PROD-1033,WH-US-CENT-1,CAR-08,11,1278.83,625.22,0.0,14067.13,14067.13,6877.42,41.06,7148.65,7,7,0
ORD-00000331,2023-04-14,CUST-021021,PROD-0631,WH-US-WEST-1,CAR-06,4,1133.98,820.21,0.0,4535.92,4535.92,3280.84,23.72,1231.36,4,4,0
ORD-00000332,2024-12-08,CUST-009241,PROD-1445,WH-APAC-TYO-1,CAR-07,1,197.82,140.63,0.0,197.82,197.82,140.63,32.19,25.0,7,7,0
ORD-00000333,2023-10-11,CUST-022615,PROD-1436,WH-APAC-SYD-1,CAR-01,5,203.36,95.05,0.1,1016.8,915.12,475.25,14.58,425.29,3,3,0
ORD-00000334,2025-09-30,CUST-003001,PROD-0195,WH-APAC-SYD-1,CAR-01,1,200.04,146.67,0.0,200.04,200.04,146.67,6.6,46.77,5,5,0
ORD-00000335,2024-11-23,CUST-007423,PROD-0327,WH-APAC-MELB-1,CAR-04,8,349.27,203.24,0.0,2794.16,2794.16,1625.92,9.39,1158.85,5,5,0
ORD-00000336,2023-11-02,CUST-005516,PROD-1301,WH-US-WEST-1,CAR-08,7,20.08,12.12,0.0,140.56,140.56,84.84,29.15,26.57,2,3,0
ORD-00000337,2024-12-12,CUST-018610,PROD-0868,WH-APAC-SYD-1,CAR-08,11,561.4,376.36,0.0,6175.4,6175.4,4139.96,18.3,2017.14,1,1,0
ORD-00000338,2023-02-10,CUST-010380,PROD-1624,WH-US-EAST-2,CAR-05,4,541.43,322.37,0.0,2165.72,2165.72,1289.48,46.81,829.43,2,2,0
ORD-00000339,2025-07-12,CUST-009298,PROD-1125,WH-APAC-TYO-1,CAR-06,10,626.1,391.5,0.0,6261.0,6261.0,3915.0,24.32,2321.68,6,6,0
ORD-00000340,2024-06-30,CUST-022372,PROD-0153,WH-UK-MANC-1,CAR-04,2,1033.67,773.29,0.1,2067.34,1860.61,1546.58,19.16,294.87,3,3,0
ORD-00000341,2024-11-13,CUST-012720,PROD-0638,WH-US-CENT-1,CAR-06,1,11.55,8.05,0.0,11.55,11.55,8.05,28.75,-25.25,6,6,0
ORD-00000342,2025-01-25,CUST-019378,PROD-0176,WH-APAC-SYD-1,CAR-02,5,819.23,464.42,0.05,4096.15,3891.34,2322.1,15.89,1553.35,3,3,0
ORD-00000343,2024-05-09,CUST-004863,PROD-0745,WH-US-WEST-2,CAR-06,3,961.55,442.12,0.1,2884.65,2596.18,1326.36,5.37,1264.45,2,2,0
ORD-00000344,2023-12-18,CUST-010293,PROD-0512,WH-APAC-OSAK-1,CAR-05,6,479.26,236.85,0.15,2875.56,2444.23,1421.1,30.77,992.36,4,4,0
ORD-00000345,2023-03-30,CUST-019825,PROD-0971,WH-APAC-SING-1,CAR-08,10,790.18,515.99,0.0,7901.8,7901.8,5159.9,9.82,2732.08,2,3,0
ORD-00000346,2025-08-18,CUST-012955,PROD-0237,WH-APAC-SYD-1,CAR-03,4,339.41,208.09,0.0,1357.64,1357.64,832.36,19.42,505.86,7,7,0
ORD-00000347,2023-06-06,CUST-011843,PROD-0473,WH-CA-EAST-1,CAR-03,8,228.69,132.3,0.2,1829.52,1463.62,1058.4,24.7,380.52,1,1,0
ORD-00000348,2023-03-11,CUST-001997,PROD-0849,WH-UK-LOND-1,CAR-02,2,335.42,253.48,0.2,670.84,536.67,506.96,30.53,-0.82,1,2,0
ORD-00000349,2025-05-17,CUST-001075,PROD-0161,WH-US-WEST-1,CAR-06,3,976.58,758.12,0.0,2929.74,2929.74,2274.36,44.43,610.95,6,7,0
ORD-00000350,2025-08-28,CUST-023913,PROD-0524,WH-APAC-SYD-1,CAR-03,6,1464.22,792.29,0.1,8785.32,7906.79,4753.74,37.07,3115.98,2,2,0
ORD-00000351,2023-05-17,CUST-014379,PROD-1090,WH-US-WEST-1,CAR-06,3,1285.99,938.26,0.1,3857.97,3472.17,2814.78,40.45,616.94,6,6,0
ORD-00000352,2024-07-12,CUST-010896,PROD-0009,WH-US-EAST-1,CAR-03,9,1193.67,943.36,0.0,10743.03,10743.03,8490.24,20.74,2232.05,6,6,0
ORD-00000353,2024-02-14,CUST-000867,PROD-1762,WH-UK-LOND-1,CAR-08,8,853.52,472.08,0.05,6828.16,6486.75,3776.64,12.81,2697.3,3,3,0
ORD-00000354,2023-03-03,CUST-003783,PROD-1823,WH-US-WEST-1,CAR-03,4,643.99,441.52,0.05,2575.96,2447.16,1766.08,28.6,652.48,4,3,1
ORD-00000355,2025-10-03,CUST-010325,PROD-1055,WH-US-EAST-2,CAR-08,10,466.34,236.67,0.0,4663.4,4663.4,2366.7,33.38,2263.32,1,1,0
ORD-00000356,2025-02-16,CUST-020406,PROD-0974,WH-APAC-SYD-1,CAR-03,6,492.28,329.58,0.05,2953.68,2806.0,1977.48,26.3,802.22,2,2,0
ORD-00000357,2023-10-25,CUST-014017,PROD-1929,WH-US-EAST-1,CAR-07,6,624.56,344.88,0.0,3747.36,3747.36,2069.28,37.53,1640.55,5,6,0
ORD-00000358,2024-12-25,CUST-010270,PROD-0320,WH-UK-MANC-1,CAR-02,7,1049.96,772.77,0.0,7349.72,7349.72,5409.39,47.95,1892.38,1,1,0
ORD-00000359,2024-09-05,CUST-009363,PROD-1111,WH-CA-EAST-1,CAR-05,4,194.13,115.84,0.15,776.52,660.04,463.36,6.55,190.13,1,1,0
ORD-00000360,2025-07-05,CUST-004184,PROD-0597,WH-APAC-TYO-1,CAR-07,10,359.97,275.88,0.1,3599.7,3239.73,2758.8,32.27,448.66,7,7,0
ORD-00000361,2025-02-07,CUST-007470,PROD-1427,WH-CA-EAST-1,CAR-02,6,644.75,489.56,0.0,3868.5,3868.5,2937.36,41.79,889.35,2,2,0
ORD-00000362,2023-08-09,CUST-013116,PROD-0558,WH-APAC-TYO-1,CAR-07,9,411.37,304.25,0.1,3702.33,3332.1,2738.25,17.45,576.4,3,3,0
ORD-00000363,2025-03-26,CUST-016975,PROD-1260,WH-UK-MANC-1,CAR-02,10,263.69,171.98,0.05,2636.9,2505.06,1719.8,6.49,778.77,2,2,0
ORD-00000364,2023-05-19,CUST-016099,PROD-0106,WH-US-CENT-1,CAR-08,2,174.74,98.01,0.0,349.48,349.48,196.02,17.9,135.56,7,7,0
ORD-00000365,2023-07-03,CUST-007192,PROD-0975,WH-EU-CENT-1,CAR-01,11,951.33,705.6,0.0,10464.63,10464.63,7761.6,6.88,2696.15,7,7,0
ORD-00000366,2024-12-02,CUST-002225,PROD-1069,WH-US-WEST-1,CAR-02,6,122.98,68.55,0.0,737.88,737.88,411.3,46.16,280.42,4,4,0
ORD-00000367,2024-11-01,CUST-023739,PROD-0558,WH-US-EAST-2,CAR-08,5,411.37,304.25,0.0,2056.85,2056.85,1521.25,33.97,501.63,7,7,0
ORD-00000368,2025-06-04,CUST-005334,PROD-0544,WH-APAC-SYD-1,CAR-03,9,256.26,206.57,0.0,2306.34,2306.34,1859.13,27.63,419.58,5,5,0
ORD-00000369,2023-08-23,CUST-015024,PROD-1678,WH-US-EAST-2,CAR-05,8,748.85,457.1,0.2,5990.8,4792.64,3656.8,44.64,1091.2,3,4,0
ORD-00000370,2025-07-03,CUST-006134,PROD-0873,WH-APAC-MELB-1,CAR-04,2,1778.12,847.45,0.05,3556.24,3378.43,1694.9,45.02,1638.51,4,4,0
ORD-00000371,2025-05-06,CUST-021230,PROD-1122,WH-UK-LOND-1,CAR-07,5,404.41,297.04,0.0,2022.05,2022.05,1485.2,13.38,523.47,5,5,0
ORD-00000372,2025-09-06,CUST-011461,PROD-0086,WH-US-WEST-1,CAR-07,5,1369.55,680.39,0.0,6847.75,6847.75,3401.95,44.13,3401.67,3,2,1
ORD-00000373,2024-03-04,CUST-004905,PROD-0902,WH-APAC-TYO-1,CAR-08,5,1537.65,858.47,0.1,7688.25,6919.42,4292.35,34.17,2592.9,1,1,0
ORD-00000374,2024-08-06,CUST-004899,PROD-1140,WH-US-WEST-1,CAR-05,9,1332.22,723.26,0.0,11989.98,11989.98,6509.34,36.93,5443.71,1,1,0
ORD-00000375,2025-09-15,CUST-018880,PROD-0305,WH-EU-CENT-1,CAR-08,4,408.91,207.03,0.0,1635.64,1635.64,828.12,21.58,785.94,6,6,0
ORD-00000376,2023-03-12,CUST-024741,PROD-1753,WH-US-WEST-2,CAR-04,2,1748.45,849.57,0.2,3496.9,2797.52,1699.14,26.28,1072.1,6,6,0
ORD-00000377,2025-10-16,CUST-002484,PROD-0032,WH-APAC-OSAK-1,CAR-03,9,1308.26,792.15,0.05,11774.34,11185.62,7129.35,11.35,4044.92,5,5,0
ORD-00000378,2025-07-31,CUST-019986,PROD-0675,WH-UK-LOND-1,CAR-02,6,795.51,509.76,0.0,4773.06,4773.06,3058.56,6.13,1708.37,5,5,0
ORD-00000379,2025-03-18,CUST-012053,PROD-0980,WH-CA-EAST-1,CAR-04,2,960.33,459.71,0.05,1920.66,1824.63,919.42,22.88,882.33,3,3,0
ORD-00000380,2024-05-04,CUST-003328,PROD-0447,WH-EU-CENT-1,CAR-04,4,517.06,372.44,0.15,2068.24,1758.0,1489.76,37.13,231.11,2,1,1
ORD-00000381,2025-10-20,CUST-010049,PROD-1396,WH-APAC-MELB-1,CAR-03,7,568.95,317.87,0.05,3982.65,3783.52,2225.09,39.12,1519.31,6,6,0
ORD-00000382,2024-06-05,CUST-002001,PROD-0093,WH-APAC-SYD-1,CAR-03,6,783.22,434.14,0.05,4699.32,4464.35,2604.84,44.6,1814.91,2,2,0
ORD-00000383,2024-02-28,CUST-021640,PROD-0248,WH-EU-WEST-1,CAR-08,4,769.6,583.59,0.05,3078.4,2924.48,2334.36,47.07,543.05,6,5,1
ORD-00000384,2025-09-04,CUST-004573,PROD-1184,WH-APAC-SING-1,CAR-04,4,924.08,697.59,0.0,3696.32,3696.32,2790.36,6.56,899.4,5,6,0
ORD-00000385,2024-02-04,CUST-006897,PROD-0189,WH-APAC-MELB-1,CAR-01,1,611.22,500.28,0.1,611.22,550.1,500.28,45.37,4.45,1,1,0
ORD-00000386,2025-11-16,CUST-005234,PROD-0170,WH-US-WEST-2,CAR-07,9,1658.08,848.77,0.1,14922.72,13430.45,7638.93,5.6,5785.92,1,1,0
ORD-00000387,2024-05-07,CUST-012645,PROD-0215,WH-APAC-SYD-1,CAR-07,8,957.15,656.03,0.0,7657.2,7657.2,5248.24,41.1,2367.86,3,3,0
ORD-00000388,2024-08-15,CUST-002365,PROD-0575,WH-APAC-SYD-1,CAR-08,10,227.58,151.41,0.0,2275.8,2275.8,1514.1,33.37,728.33,1,1,0
ORD-00000389,2023-01-22,CUST-024508,PROD-0735,WH-US-WEST-2,CAR-07,7,1778.25,847.87,0.15,12447.75,10580.59,5935.09,21.24,4624.26,1,2,0
ORD-00000390,2025-08-04,CUST-005829,PROD-1903,WH-US-EAST-2,CAR-07,6,1100.8,823.07,0.05,6604.8,6274.56,4938.42,5.31,1330.83,6,5,1
ORD-00000391,2023-02-09,CUST-001211,PROD-1358,WH-EU-CENT-1,CAR-06,7,1489.18,804.9,0.1,10424.26,9381.83,5634.3,42.56,3704.97,1,1,0
ORD-00000392,2025-07-20,CUST-015626,PROD-1341,WH-APAC-SYD-1,CAR-04,2,28.14,21.11,0.2,56.28,45.02,42.22,19.24,-16.44,1,1,0
ORD-00000393,2023-01-23,CUST-006847,PROD-1876,WH-EU-CENT-1,CAR-01,10,1408.28,682.03,0.0,14082.8,14082.8,6820.3,32.48,7230.02,3,3,0
ORD-00000394,2024-12-20,CUST-011206,PROD-0042,WH-APAC-SYD-1,CAR-02,11,1231.67,866.48,0.05,13548.37,12870.95,9531.28,21.56,3318.11,1,0,1
ORD-00000395,2025-09-10,CUST-018183,PROD-1172,WH-EU-CENT-1,CAR-06,11,215.93,130.27,0.0,2375.23,2375.23,1432.97,45.15,897.11,4,4,0
ORD-00000396,2023-01-28,CUST-000547,PROD-1216,WH-APAC-OSAK-1,CAR-03,5,181.61,145.54,0.1,908.05,817.25,727.7,39.71,49.84,4,3,1
ORD-00000397,2023-11-06,CUST-013147,PROD-1009,WH-APAC-SYD-1,CAR-02,11,534.71,266.82,0.0,5881.81,5881.81,2935.02,39.52,2907.27,1,1,0
ORD-00000398,2024-06-22,CUST-008234,PROD-0596,WH-US-CENT-1,CAR-04,11,524.12,417.88,0.0,5765.32,5765.32,4596.68,9.51,1159.13,4,3,1
ORD-00000399,2024-12-19,CUST-001749,PROD-1553,WH-APAC-OSAK-1,CAR-04,4,1440.06,748.83,0.1,5760.24,5184.22,2995.32,20.44,2168.46,3,3,0
ORD-00000400,2025-06-12,CUST-013400,PROD-1391,WH-UK-LOND-1,CAR-01,6,445.64,254.55,0.0,2673.84,2673.84,1527.3,31.67,1114.87,3,2,1
ORD-00000401,2024-05-23,CUST-023837,PROD-1991,WH-US-CENT-1,CAR-04,2,58.93,42.02,0.0,117.86,117.86,84.04,25.07,8.75,4,3,1
ORD-00000402,2024-12-26,CUST-011419,PROD-0432,WH-APAC-OSAK-1,CAR-08,1,605.86,285.24,0.0,605.86,605.86,285.24,27.74,292.88,7,6,1
ORD-00000403,2023-01-23,CUST-022822,PROD-0219,WH-US-WEST-1,CAR-06,3,1388.31,790.92,0.0,4164.93,4164.93,2372.76,16.99,1775.18,1,1,0
ORD-00000404,2023-06-16,CUST-006914,PROD-0048,WH-UK-MANC-1,CAR-06,2,48.76,39.58,0.1,97.52,87.77,79.16,5.34,3.27,2,2,0
ORD-00000405,2024-06-04,CUST-001561,PROD-0327,WH-EU-CENT-1,CAR-01,7,349.27,203.24,0.1,2444.89,2200.4,1422.68,10.73,766.99,1,1,0
ORD-00000406,2025-11-04,CUST-003778,PROD-1468,WH-APAC-TYO-1,CAR-01,5,1128.79,693.08,0.0,5643.95,5643.95,3465.4,26.77,2151.78,4,4,0
ORD-00000407,2023-08-05,CUST-022587,PROD-0329,WH-US-EAST-2,CAR-05,7,882.28,572.69,0.0,6175.96,6175.96,4008.83,39.45,2127.68,3,2,1
ORD-00000408,2025-07-30,CUST-024170,PROD-0954,WH-US-WEST-1,CAR-04,7,1190.98,742.34,0.0,8336.86,8336.86,5196.38,18.34,3122.14,6,6,0
ORD-00000409,2024-06-03,CUST-018951,PROD-1831,WH-CA-EAST-1,CAR-05,4,1647.87,822.78,0.0,6591.48,6591.48,3291.12,7.31,3293.05,6,6,0
ORD-00000410,2023-07-25,CUST-007857,PROD-1144,WH-EU-CENT-1,CAR-03,10,591.42,328.71,0.0,5914.2,5914.2,3287.1,8.89,2618.21,4,4,0
ORD-00000411,2024-05-07,CUST-012484,PROD-1276,WH-APAC-TYO-1,CAR-06,6,1693.94,850.19,0.0,10163.64,10163.64,5101.14,5.09,5057.41,4,4,0
ORD-00000412,2025-03-05,CUST-007020,PROD-0728,WH-US-WEST-2,CAR-01,6,1014.15,609.3,0.1,6084.9,5476.41,3655.8,10.31,1810.3,4,4,0
ORD-00000413,2025-11-13,CUST-018152,PROD-1534,WH-US-WEST-2,CAR-03,6,257.28,169.16,0.05,1543.68,1466.5,1014.96,27.18,424.36,2,2,0
ORD-00000414,2025-10-21,CUST-001321,PROD-0126,WH-US-EAST-2,CAR-06,5,1764.58,945.11,0.1,8822.9,7940.61,4725.55,11.52,3203.54,6,6,0
ORD-00000415,2023-07-08,CUST-020329,PROD-0024,WH-APAC-TYO-1,CAR-05,11,85.68,49.14,0.0,942.48,942.48,540.54,17.47,384.47,1,2,0
ORD-00000416,2025-04-17,CUST-009948,PROD-0565,WH-US-EAST-1,CAR-03,10,1333.94,780.62,0.0,13339.4,13339.4,7806.2,10.08,5523.12,2,2,0
ORD-00000417,2023-06-30,CUST-015198,PROD-0731,WH-US-EAST-2,CAR-01,7,1082.68,619.94,0.15,7578.76,6441.95,4339.58,29.04,2073.33,4,4,0
ORD-00000418,2025-07-06,CUST-012056,PROD-1629,WH-APAC-OSAK-1,CAR-08,2,1085.56,670.66,0.05,2171.12,2062.56,1341.32,7.25,713.99,7,7,0
ORD-00000419,2024-02-18,CUST-021796,PROD-1469,WH-EU-WEST-1,CAR-06,10,1046.75,505.16,0.05,10467.5,9944.12,5051.6,38.24,4854.28,7,7,0
ORD-00000420,2025-12-10,CUST-013136,PROD-1882,WH-APAC-OSAK-1,CAR-01,11,522.95,410.88,0.0,5752.45,5752.45,4519.68,35.72,1197.05,6,6,0
ORD-00000421,2024-10-28,CUST-012769,PROD-1122,WH-APAC-OSAK-1,CAR-06,9,404.41,297.04,0.1,3639.69,3275.72,2673.36,29.52,572.84,2,2,0
ORD-00000422,2024-02-02,CUST-023536,PROD-0903,WH-US-CENT-1,CAR-03,1,1728.74,858.84,0.1,1728.74,1555.87,858.84,12.76,684.27,5,6,0
ORD-00000423,2024-12-08,CUST-022293,PROD-0680,WH-US-EAST-1,CAR-04,5,1589.75,780.41,0.0,7948.75,7948.75,3902.05,44.89,4001.81,7,7,0
ORD-00000424,2024-08-26,CUST-024859,PROD-1389,WH-APAC-MELB-1,CAR-01,8,774.98,606.27,0.15,6199.84,5269.86,4850.16,30.99,388.71,1,1,0
ORD-00000425,2023-06-10,CUST-004693,PROD-0564,WH-EU-CENT-1,CAR-02,11,729.99,506.32,0.15,8029.89,6825.41,5569.52,23.9,1231.99,3,3,0
ORD-00000426,2025-10-23,CUST-022747,PROD-1978,WH-CA-EAST-1,CAR-03,4,1542.51,861.8,0.0,6170.04,6170.04,3447.2,45.74,2677.1,7,6,1
ORD-00000427,2024-01-13,CUST-023429,PROD-1418,WH-APAC-TYO-1,CAR-06,3,1289.6,638.35,0.1,3868.8,3481.92,1915.05,44.06,1522.81,6,7,0
ORD-00000428,2023-07-27,CUST-022389,PROD-0100,WH-EU-WEST-1,CAR-05,3,1724.43,852.73,0.05,5173.29,4914.63,2558.19,20.21,2336.23,4,4,0
ORD-00000429,2024-12-24,CUST-003811,PROD-1024,WH-UK-LOND-1,CAR-05,3,371.06,258.63,0.0,1113.18,1113.18,775.89,25.78,311.51,7,7,0
ORD-00000430,2024-07-13,CUST-022486,PROD-1034,WH-APAC-SING-1,CAR-06,2,125.46,63.41,0.0,250.92,250.92,126.82,12.06,112.04,1,1,0
ORD-00000431,2025-07-12,CUST-000827,PROD-1785,WH-APAC-SYD-1,CAR-03,4,572.43,305.79,0.0,2289.72,2289.72,1223.16,36.8,1029.76,3,3,0
ORD-00000432,2023-05-01,CUST-020388,PROD-0511,WH-APAC-SING-1,CAR-04,7,1106.71,887.91,0.05,7746.97,7359.62,6215.37,18.27,1125.98,5,5,0
ORD-00000433,2023-01-08,CUST-008482,PROD-1389,WH-APAC-TYO-1,CAR-06,10,774.98,606.27,0.0,7749.8,7749.8,6062.7,17.44,1669.66,4,4,0
ORD-00000434,2024-02-18,CUST-020982,PROD-0047,WH-APAC-TYO-1,CAR-01,1,433.47,209.02,0.15,433.47,368.45,209.02,7.34,152.09,7,7,0
ORD-00000435,2024-02-08,CUST-007677,PROD-1804,WH-US-EAST-2,CAR-05,4,216.05,156.68,0.0,864.2,864.2,626.72,20.6,216.88,1,1,0
ORD-00000436,2025-01-25,CUST-008846,PROD-0547,WH-APAC-SING-1,CAR-04,3,1452.8,936.33,0.0,4358.4,4358.4,2808.99,24.72,1524.69,7,7,0
ORD-00000437,2025-12-05,CUST-003131,PROD-1761,WH-US-WEST-1,CAR-08,4,289.23,175.62,0.0,1156.92,1156.92,702.48,11.01,443.43,4,4,0
ORD-00000438,2025-12-23,CUST-001081,PROD-0596,WH-US-WEST-2,CAR-05,9,524.12,417.88,0.05,4717.08,4481.23,3760.92,30.51,689.8,5,5,0
ORD-00000439,2024-08-17,CUST-003109,PROD-0151,WH-APAC-SYD-1,CAR-07,2,1765.02,830.09,0.05,3530.04,3353.54,1660.18,42.21,1651.15,4,4,0
ORD-00000440,2025-04-11,CUST-020154,PROD-0227,WH-US-EAST-2,CAR-01,9,520.61,362.76,0.0,4685.49,4685.49,3264.84,17.91,1402.74,2,2,0
ORD-00000441,2024-09-30,CUST-008659,PROD-0844,WH-CA-EAST-1,CAR-08,1,1300.35,772.28,0.0,1300.35,1300.35,772.28,13.95,514.12,3,3,0
ORD-00000442,2024-06-07,CUST-021280,PROD-0915,WH-US-WEST-2,CAR-07,2,860.24,471.41,0.05,1720.48,1634.46,942.82,31.97,659.67,5,5,0
ORD-00000443,2024-06-18,CUST-014037,PROD-1002,WH-APAC-MELB-1,CAR-03,2,231.12,183.79,0.2,462.24,369.79,367.58,22.89,-20.68,4,4,0
ORD-00000444,2023-11-21,CUST-003535,PROD-1039,WH-UK-LOND-1,CAR-03,11,1189.6,932.65,0.0,13085.6,13085.6,10259.15,27.13,2799.32,6,6,0
ORD-00000445,2023-01-10,CUST-015697,PROD-0351,WH-EU-WEST-1,CAR-02,4,829.55,454.43,0.05,3318.2,3152.29,1817.72,15.16,1319.41,7,7,0
ORD-00000446,2025-03-05,CUST-024253,PROD-0802,WH-US-WEST-2,CAR-08,6,1576.84,748.37,0.05,9461.04,8987.99,4490.22,44.16,4453.61,1,1,0
ORD-00000447,2024-12-09,CUST-002028,PROD-1435,WH-EU-CENT-1,CAR-03,8,1174.68,528.96,0.15,9397.44,7987.82,4231.68,8.01,3748.13,4,3,1
ORD-00000448,2025-11-04,CUST-020077,PROD-1420,WH-APAC-SYD-1,CAR-06,10,1109.35,710.43,0.15,11093.5,9429.48,7104.3,34.23,2290.95,4,4,0
ORD-00000449,2024-11-05,CUST-011608,PROD-1142,WH-APAC-SYD-1,CAR-03,8,177.96,127.81,0.0,1423.68,1423.68,1022.48,7.04,394.16,6,6,0
ORD-00000450,2024-11-06,CUST-010160,PROD-1778,WH-US-CENT-1,CAR-04,9,327.32,251.68,0.0,2945.88,2945.88,2265.12,24.07,656.69,7,7,0
ORD-00000451,2025-03-04,CUST-022411,PROD-1140,WH-CA-EAST-1,CAR-03,7,1332.22,723.26,0.05,9325.54,8859.26,5062.82,10.97,3785.47,3,3,0
ORD-00000452,2025-07-23,CUST-002661,PROD-1845,WH-US-EAST-1,CAR-04,3,227.3,144.13,0.0,681.9,681.9,432.39,16.36,233.15,7,7,0
ORD-00000453,2025-03-20,CUST-014652,PROD-1284,WH-APAC-MELB-1,CAR-04,6,669.63,408.34,0.05,4017.78,3816.89,2450.04,25.4,1341.45,6,6,0
ORD-00000454,2024-01-31,CUST-022674,PROD-1607,WH-EU-CENT-1,CAR-01,3,232.77,121.76,0.0,698.31,698.31,365.28,10.87,322.16,2,2,0
ORD-00000455,2023-06-15,CUST-015736,PROD-1012,WH-EU-WEST-1,CAR-02,10,896.96,575.13,0.0,8969.6,8969.6,5751.3,25.65,3192.65,2,2,0
ORD-00000456,2024-11-02,CUST-014300,PROD-0680,WH-APAC-MELB-1,CAR-08,7,1589.75,780.41,0.1,11128.25,10015.42,5462.87,21.4,4531.16,4,4,0
ORD-00000457,2024-06-03,CUST-018637,PROD-1074,WH-APAC-TYO-1,CAR-05,11,273.38,173.05,0.1,3007.18,2706.46,1903.55,45.88,757.03,6,6,0
ORD-00000458,2025-05-22,CUST-018411,PROD-0843,WH-APAC-SYD-1,CAR-08,1,1604.67,897.17,0.05,1604.67,1524.44,897.17,27.55,599.72,2,1,1
